Date,Open,High,Low,Close,Volume
2018/10/31,68.519997,69.279999,68.029999,63.935322,4697573
2018/11/1,69.300003,69.550003,68.199997,63.667503,4650596
2018/11/2,68.599998,68.790001,67.650002,63.122623,3697329
2018/11/5,68.089996,68.580002,67.309998,62.780926,2088395
2018/11/6,68.139999,69.230003,67.849998,63.676731,1731764
2018/11/7,69,69.900002,68.919998,64.046135,3047152
2018/11/8,69.849998,70.639999,69.510002,65.219017,3533519
2018/11/9,70.449997,70.949997,70.349998,65.523781,2818344
2018/11/12,70.730003,71.779999,70.459999,66.281059,2384638
2018/11/13,70.900002,71.279999,70.519997,65.4776,3900383
2018/11/14,71,71.25,69.059998,63.916851,3378631
2018/11/15,69.290001,69.400002,67.75,63.593616,3253977
2018/11/16,69.150002,69.699997,68.900002,63.630562,2008024
2018/11/19,68.860001,68.900002,68.290001,63.261154,2192091
2018/11/20,68.199997,69.199997,67.720001,63.907616,3281333
2018/11/21,68.75,70.059998,68.470001,64.701843,3504716
2018/11/22,70.110001,70.860001,69.919998,65.228241,2633051
2018/11/23,70.330002,71.57,70.32,65.847015,3277567
2018/11/26,71.220001,71.830002,70.889999,65.90242,4536943
2018/11/27,71.970001,72.209999,70.959999,66.687408,3378679
2018/11/28,72.290001,72.489998,71.815002,66.576591,2672431
2018/11/29,72.739998,73.050003,72.18,66.890587,3424908
2018/11/30,72.089996,72.730003,71.230003,65.782372,7590949
2018/12/3,72.059998,72.269997,71.260002,66.077888,2476218
2018/12/4,71.290001,71.790001,70.699997,65.385246,2685903
2018/12/5,69.519997,70.080002,69.120003,64.646431,2666241
2018/12/6,69.349998,69.779999,69.019997,64.341675,2910742
2018/12/7,69.809998,70.699997,69.300003,64.988144,2548553
2018/12/10,69.080002,69.389999,68.199997,63.048744,3969241
2018/12/11,68.529999,68.849998,67.919998,63.19651,2558095
2018/12/12,68.779999,70.080002,68.349998,64.720314,3753951
2018/12/13,70.25,70.989998,69.559998,64.812668,2098764
2018/12/14,69.629997,69.900002,68.510002,63.547443,3842203
2018/12/17,68.309998,69.580002,68.160004,63.963032,3069368
2018/12/18,68.339996,69.330002,68.220001,63.353497,3125139
2018/12/19,68.919998,69.989998,68.699997,64.092323,4300599
2018/12/20,68.860001,69.910004,68.699997,63.649033,4793001
2018/12/21,69.110001,69.639999,67.599998,63.242683,9441177
2018/12/24,67.550003,68.800003,67.550003,63.399685,1285325
2018/12/27,69.5,70.339996,69.199997,64.951195,2558888
2018/12/28,70.599998,71.910004,70.349998,66.410362,3546188
2018/12/31,71.949997,72.720001,71.940002,66.853653,2208331
